instagram_comments,offensive_language,offensiveness_levels,hate_speech
Que orgulho olha a postura desses alunos 🇧🇷🇧🇷🇧🇷🇧🇷❤️🙏💓💓💓,0,0,0
Falou a verdade,0,0,0
Graças a Deus 😅 João está em casa . Abraço 🤗🤗a duas pessoas incrível 👏 👏👏👏.,0,0,0
Parabéns Fernando ! UP sempre para a educação!,0,0,0
Nojo,1,1,-1
Lulaladrao. Teu lugar é na cadeia ...,1,3,5
Terrorista FDP,1,3,-1
Meu presidente e meu governador ❤,0,0,0
Esse filho da puta não e de Deus e do cramunhão...,1,2,-1
"@redeglobo lixo não cansa de passar vergonha, para tá ficando feio 😂😂😂😂😂😂😂😂😂😂😂",1,3,-1
Vcs tem rabo preso com a @joicehasselmannoficial por isso não conseguem parar ela. Com certeza vcs tem acordos inacabados. Política continua suja.só mudou da esquerda pra direita. É uma pena,1,1,-1
A cara dele é de demônio,1,1,-1
Isso é uma peste na vida da gente. Nunca tive dúvidas q essa criatura não presta.,1,3,-1
PARABÉNS ministro FACHIN,0,0,0
@ricardobedendo Vc ainda ñ caiu fora? Va seguir seu jegue!,1,1,-1
To achando que vc tomou um fora dele!! Essas suas atitudes são de amor não correspondido.,1,3,8
É bom ter inimigos por perto para entender suas estratégias e Combater de modos eficaz...,0,0,0
"Tantas coisas importantes para resolver e ficam dando ênfase para uma menina, que francamente, não me diz NADA!!!!!",0,0,0
"Meu Presidente, Deus lhe abençoe e proteja. 🇧🇷",0,0,0
Mentem e roubam..... Não vai mais mamar.....,1,3,-1
"Acho que a deputada precisa descobrir o que significa pirralha, não vejo nada de mais. Na minha opinião é uma pirralha fantoche.",1,2,-1
"Me solidarizo com a senhora ministra, esse ser que escreveu é completamente desprovido de ética, decência, indoli, moral, um lixo da sociedade e traz consigo a educação que recebeu da própria progenitora.",1,3,8
"Parabéns, professor!! Homenagem merecida!!!",0,0,0
Ah tá com pena? Devolve o dinheiro do 🇧🇷,1,1,-1
Cabra safado.,1,2,-1
"Joyce, se eu gostasse de mimimi eu comprava um gato gago.",1,2,-1
E ela é maravilhosa! Muito linda!❤️🌹,0,0,0
Parabéns!👏,0,0,0
Dupla imbatível nas argumentações inteligentes contra esse governo desgovernado que estamos pagando....aff,0,0,0
Totalitarismo não passará.,0,0,0
Esse cara é um infeliz ruim,1,3,-1
É muito absurdo isso!!! É imoral e criminoso sim... delito dos mais graves!tem que ser tirado do ar... da casa das pessoas esse infame! 🤬🤮😡,1,1,-1
Adoram fazer papel de bobos 🤡,1,1,-1
À Vitória Cristina!! Respira Argentina.,0,0,0
Lindossss 👏🏼👏🏼❤️,0,0,0
Como alguém pode falar em honra se não sabe o q é isto e nunca teve.,0,0,0
Só tem lei que prejudica os servidores,0,0,0
FORCA benedita!nao deixe passar em branco esse absurdo !coronel ou nao isso e crime!,0,0,0
Ridículo.,1,1,-1
Adoro!❤️❤️,0,0,0
A lei devia ser pra ele começar com ele é muito pra minha cabeça,0,0,0
Amooooooo😍🤩😍🤩😍,0,0,0
Ridículo esse senhor.,1,2,-1
"Marginais, gente suja. Deveriam ser expulsos do país!",1,3,-1
"Eu votei nesse gato, mas infelizmente o cão ganhou...",0,0,0
💖🇧🇷📢🚩Parabens!!,0,0,0
"Exatamente , é o que acho.",0,0,0
Triste ouvir isso de uma mídia podre.....ainda assim vem um jumento perguntar se ela vai sair do governo. MEU CARO JORNAZISTA vai pra pqp.,1,3,-1
Linda e com um discurso poderoso 💟,0,0,0
Ele é um vagabundo torturador,1,3,-1
👏👏👏👏aos Educadores!!,0,0,0
Pensado bem... saímos no lucro!! Não vai ter cadeia suficiente para tantos esquerdistas fanáticos. 😂😂😂🇧🇷🇧🇷,1,1,5
"O olhar dela é maravilhoso, mas o discurso é muito melhor. 😍😍",0,0,0
VIVA BENÊ!!!,0,0,0
"é só as mulheres pararem de participar deles... me desculpa mas me parece que tão querendo colocar a culpa no mundo já está nas mãos de vocês, o comércio ou simplesmente se aproveita de uma limitação pessoal, a vaidade",0,0,0
Sem palavras. Palavras simples e fortes.,0,0,0
"Mas, os LIXOS da esquerda insistem em querer enganar as pessoas nenos esclarecidas!!",1,1,5
Q bosta,1,3,-1
Por isso q o RS ta falido !!!!,1,1,-1
mafioso..bandido..,1,1,-1
Vc agora e da canhota,0,0,0
Lindos 🇧🇷 Orgulho do meu filho estudar no Colégio Militar de Brasília ❤️,0,0,0
"Meu presidente. Me responda só uma pergunta, essa condenação que lhe impuseram, vc já conseguiu provar que é perseguição ou ainda rola...",0,0,0
👏👏👏16 anos o PT roubando o Brasil.,1,2,5
Ridículo ainda bem que não dou ibope pra esse lixo,1,2,-1
Viva a imortalidade!,0,0,0
Vocês falarem em roubo é uma comédia. #ptcorrupto #ptlixo,1,1,5
"Esse filho da puta quer é uma guerra no Brasil,esse cara é um psicopata tem que prender esse crápula,isso é um perigo pra sociedade brasileira",1,1,-1
Ainda bem que Deus ta vendo o que ele prega e faz. Espero que ao menos no inferno ele coma muita bosta fervendo. Ser do diabo. (Não sou pastor...posso desejar mal pra caralho...👊😎👊),1,1,-1
É o que deve ser feito.,0,0,0
Congresso nacional vergonha do Brasil 😣😣😣😣😣😣,1,1,-1
A cara da desgraça,1,1,-1
É Joice... infelizmente votei em vc.,0,0,0
"Repugnante essa #ImprensaLixo #MidiaLixo 😤😤 isso não pode ficar assim, se trata de um ataque pessoal... a Ministra!",1,1,-1
"Senhora, Tenha pena da esquerda, porque com a direita está tudo certo. 👍🏻🤘🤘🤘🤓",0,0,0
Que absurdo. Essa gente não tem escrupulos.,1,1,-1
O politicamente correto as vezes é muito chato moça.Qual o problema dos concursos de beleza? É só mais um.Porque precisa justificar que gostou da moça negra ganhar?,0,0,0
Como é rápido os processos de Lula sempre!!! o q ele é mais é outros,0,0,0
"Deus seja com todos que repudiam essas atitudes satânicas, esses adoradores do diabo não diminarão nunca mais a nossa nação, aqui se levantou um povo que ama a Deus acima de tudo e o Brasil acima de todos!!!",1,2,7
"Joice não consegui ficar sem aparecer nenhum minuto, e tudo ela diz foi a fala de fulano. Vc deveria concentrar esforço no trabalho para qual vc recebe muito bem e não viver de fofoca.",0,0,0
Uma desgraça dessa incitando o ódio,1,1,-1
Vergonha!,1,1,-1
Cruz credo.,1,2,-1
Nossa que coisa em uma menina de merda a personalidade do ano chora Joice pare de ser ridícula.,1,1,-1
Verdade!!,0,0,0
"Tamos juntos, Professor não vejo a hora de um Brasil feliz de novo!",0,0,0
Dessa vez concordo com vc,0,0,0
A ministra é genial,0,0,0
👏👏👏👏👏👏 Esse Ministro Fachin e um homem de caráter ímpar parabéns,0,0,0
"Vc está contra ou a favor do 🇧🇷 @joicehasselmannoficial? Desnecessário essas suas postagens sobre essa guria, NÃO ESTA AGREGANDO NADA , INÚTIL, muito pelo contrário vc está se desgastando a toa, vamos focar no q importante para o 🇧🇷! E parar de Mimimi.",1,1,-1
"Não basta conseguir tirar o ladrão da prisão, agora querem suspensão do julgamento. São muito canalhas...",1,1,-1
"Acho que sobre destilar ódio nas redes, ninguém mais habilitada que vc pra falar. Fico impressionada com sua postura. Decepcionante, Manuella",0,0,0
O Leilane cala essa boca suja greluda,1,2,8
"👏👏👏🙏🙏 Mais uma condenação para este bêbado, corrupto, ladrão!!! E o Toffoli e sua gangue ,com cara de pau,tentando livrar a cara do imundo!!🇧🇷",1,2,-1
Q coisa mais linda,0,0,0
"Enquanto um protege nossas riquezas, o outro se preocupa com o cú alheio",1,1,4
"Se essa lei for seria, a #globolixo que se cuide ...",1,3,-1
Que lindo! Congratulações! Esse tem postura de presidente. 🔝,0,0,0
que falou demais? verdades,0,0,0
Até que enfim.,0,0,0
Concordo ele fala besteiras que serão usadas contra ele em campanha.,0,0,0
POIS É DEVERIA DEVOLVER O DINHEIRO AOS COFRES PÚBLICOS DO Brasil.,1,1,-1
"Que massa ,querido Haddad. Que pena que não és nosso. Presidente !",0,0,0
Essa culpa eu não carrego e me admira muito que tem pessoa que acham que é o certo.....depois não reclamem de trabalhar de graça .....,0,0,0
"E se eles fizerem isso conseguem, porque do outro lado escuta tudo com medinho. Bando de bunda mole!!!!!",1,3,-1
"Tô com meu presidente, está Maria mijona quer meter o bedelho no país dos outros, por que ela não investe toda essa força pra reflorestar o país dela, falar do país dos outros é fácil, agora tá todo mundo preocupado com o nosso verde e outras coisas mais, acho que se ela não nos encher é melhor, manda ver presidente, nós te apoiamos.",1,1,-1
"Canalha, desgraçado",1,2,-1
Estamos contigo Presidente Jair Messias Bolsonaro!,0,0,0
Sem noção!!!🙄,1,1,-1
Mulherzinha safada,1,3,8
Que Deus abençoe a nossa nação. 💛🇧🇷💚,0,0,0
"dessa vez ninguém quebrou a mesa, né? vaza daqui playboy filho da puta",1,3,-1
#gorda,1,2,3
Bandidona e pilantrona o leitinho acabou,1,3,-1
Merece muito!👏👏👏,0,0,0
Brasil 🇧🇷 decolando 🚀🙏🏽👏🏾,0,0,0
Lula desgraçado,1,1,-1
Parabéns!👏👏👏👏👏👏👏👏👏👏👏👏,0,0,0
Esse lixo é nocivo a paz e a saúde de nossa nação,1,1,-1
"Ahhhh Joice, vai trabalhar ao invés de ficar alfinetando um ao outro, que chatice",0,0,0
Exatamente,0,0,0
Professor vc sabe se apresenta diante os governantes mundiais Haddad presidente 2022 Lula livre já,0,0,0
A liderança da @joicehasselmannoficial na Câmara durou menos que um X Burguer😂😂😂😂,1,1,-1
O que isso está significando é que esses canalhas corruptos e sujos é quem manda no país?! Derrubam vetos do presidente e fica por isso mesmo! E o presidente não pode fazer nada para anular esses abusos desses canalhas?,1,3,-1
meu presidente ♡♡♡,0,0,0
Esse cara vai furde com trabalhador brasileiro quem votou nesse cara tá lacado kkkkkkk,1,2,-1
Babacas como Luciano HAng financiam essa palhaçada,1,2,-1
"Joice é triste ver uma pessoa como vc que tinha realmente futuro na política. Me parece que vc cortou os pulsos (suicídio politico) , como não morreu agora tenta tomar chumbinho. O que há com vc ? Parece que a sua vaidade está afetando o seu raciocínio, e esse papo de direita equilibrada, racional não cola, vc não percebe? Ser líder de um partido que vai quebrar e que antes do Bolsonaro não era nada. (Não tenho heróis policitos).",1,2,-1
Parabéns futuro Presidente da República!👏👏👏👏👏,0,0,0
"Pois é, está aí pessoal o mito de vcs em quê eu nunca dei valor. se estava ruim para quem trabalha agora ele passou do limites. 😢😢",0,0,0
Vai ser demais!!! Amo os comentários dele... sabe tudooo!!,0,0,0
Amo essa dupla 💐,0,0,0
Que cara safado fazer uma coisa dessas sendo que o povo brasileiro é mistura de todas as raças,1,2,-1
"Nós e o mundo todo sabe que essa moça não era a mais bonita. O concurso de miss universo há muito tempo se tornou um evento político. Sabemos que não é apenas a beleza física que está sendo avaliada, é todo um conjunto.",0,0,0
"Que terror! Meu Deus que desumanidade!!! Como um homem desse ainda é ouvido por alguém!? Como alguem ainda ousa contratar seus servicos de jornalista ainda!? Só alguém q é igual a ele, alguém asqueroso, desumano e cristofobico! 😡😡",1,2,-1
Não perco por nada! 👍,0,0,0
Quem falou isso deve ser um global que não sai do armário 👊 e tem esse desejo👊 nessa hora que tinha que intervir aqui e botar um merda desse no pau. ...,1,3,4
Lindo,0,0,0
Viva o Fachin... é de gente assim que o Brasil está precisando.. palmas p Fachin👏👏👏👏👏👏👏👏👏👏,0,0,0
"A população do bem sempre vai prevalecer a esses PETRalhas,se forem fazer baderna vamos responder à altura",1,3,5
A imprensa que queremos👏👏🇧🇷,0,0,0
Lula livre povo na rua a favor de uma sociedade justa estamos com Lula.,0,0,0
Que as escolas sao militarizada,0,0,0
A petralha tá fudida,1,2,5
Lindos ❤️❤️❤️,0,0,0
👏👏👏Todo respeito à Paulo Freire 👏👏👏👏👏,0,0,0
Que porra é esta doido! Puta que pariu doido!!!,1,2,-1
"Amém Jesus, isso que a palavra do Deus dessas pessoas prega",0,0,0
Bruxa,1,3,-1
"Pode até ser, mas o Brasil precisa disso, o Brasil precisa de uma guerra, pra voltarmos as origens, sentimentos e a nos respeitar como pessoas e naçao",0,0,0
Quem precisa de um trato é você .,0,0,0
🇧🇷🇧🇷mostra tua força BRASIL 🇧🇷🇧🇷JUNTOS SOMOS INVENCÍVEIS 🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂GLOBOLIXO, NAZISTAS! A POPULAÇÃO DEVERIA VER O QUE REALMENTE A GLOBOSTA É . NUNCA MAIS SINTONIZAR NESTA MERDA.",1,2,-1
"Desgraçado, canalha!",1,2,-1
Tem que pegar o cara que escreveu essa matéria a dar um taca nesse verme. Bater nele até ele perder o caminho de casa. Prender ele na cadeia e quando soltar ele lá dizer que ele estuprador aí ele vai aprender a dar valor.,1,2,-1
Vamos cresçer sin...brasil vai dar certo,0,0,0
"Ridículos !!! Deveriam estar dando andamento às PRISÕES DOD CORRUPTOS !!! Quando assim o fizerem, não teremos mais FAKE NEWS !!!! TRABALHA DIREITO AÍ CONGRESSO. E O PACOTE ANTI CRIME ??? O QUE ESTÃO ESPERANDO PARA VOTAR ???? TRM MUITA GENTE AÍ BORRANDO NAS CALÇAS NÉ, PPR ISSO NAO VAI PRA FRENTE O QUE REALMRMTE INTERESSA AOS BRASILEIROS. Affffffff",1,2,-1
Lindossss ❤️❤️✊🏾,0,0,0
Diva!!!!👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻✊🏻✊🏻✊🏻💕,0,0,0
Porque ela também é BANDIDA,1,2,-1
"Achei que o impeachment viria logo, mas tá demorando .🤣🤣",0,0,0
Parabéns 👏👏👏👏👏👏👏👏,0,0,0
"Até que enfim ,alguém com mais ...juizo👏👏👏👏",0,0,0
🤔🤔🤔 Será!?,0,0,0
"Parabéns, professor Fernando Haddad!",0,0,0
"Governo da administração artificial vive de manipulações, e resultado de números uma merda.",1,2,-1
👏👏👏👏👏👏👏 força Damares.,0,0,0
O BRASIL É NOSSO E NÃO VAMOS ENTREGAR MAIS.,0,0,0
Ela tem toda razão! Pense antes de falar! 👊,0,0,0
"Parabéns, ministra!👍👍👍👍👍❤️❤️❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🌷🌷🌷🌷🌷",0,0,0
Estamos juntos!! ✊🏿✊🏿✊🏿,0,0,0
É tão gratificante falar: Parabéns Professor!! ❤️❤️❤️❤️,0,0,0
Que absurdo eu colocaria esse verme na cadeia para aprender respeitar pelos menos a mãe dele pq quando ele ataca uma mulher ataca a sua propria genitora que vergonha de um ser deplorável desse 😠😠😠😠😠😈😈😈😈,1,2,-1
Bando de vagabundo!,1,3,-1
"Manu, acredito q nós permitimos essa objetificacao, o dia q pararmos de participar e andar nesses padrões, aí a coisa muda.",0,0,0
Ministro tu és um cidadão descente pois não se deixa levar por blandiciosos. Parabéns!!!,0,0,0
Oi,0,0,0
Força Damares estamos com você❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
"Garoto, era pra vc ser o nosso presidente e não essa besta que os “cidadãos de bem” elegeram!",1,2,-1
Ela está provando do próprio veneno. E vida que anda.,1,3,-1
O STF acaba com qualquer bom sonho dos Brasileiros !!Vermes .,1,2,-1
É uma piada! Argentinos virem pro Brasil fugindo de recessão - faz me rir até chorar!!!,0,0,0
Os dois não prestam,1,2,-1
Esse é um nojento!!,1,1,-1
😂😂😂😂povo ingênuo,0,0,0
Vamos em frente! 👏👏👏👏👏👏🇧🇷🙏,0,0,0
Eu sou PT. Fora louco Bolsonaro,1,3,5
"A partir do momento que acontece uma coisa dessa, não é defender partidos de esquerda, É SER HUMANO E PERCEBER QUE ISSO NÃO SE FAZ EM UMA CASA DA DEMOCRACIA!",0,0,0
Esse é um miserável que entrou na presidência pra acabar com o Brasil e com a classe que realmente trabalha! FORA TRASTE! FORA COISO!,1,2,-1
Vc fez por merecer!!!,0,0,0
"Tomem trouxas , trabalhominions",1,1,5
"Não entendi o post. Está enaltecendo a invasão da Polônia pelos alemães que culminou na maior guerra planetária da história, com opressão a judeus, ciganos, negros e homossexuais?",0,0,0
"Se vocês focam no TRABALHO de vocês, que são suas obrigações e largasse a vida dos outros, já seria um grande avanço.",0,0,0
Esse presidente e um louko,1,2,-1
Esse cara tinha q estar preso em presídio d segurança máxima(sem internet) p não falar m.... 😡🤬,1,2,-1
Parabéns.vc merece professor❤️👏,0,0,0
lindos,0,0,0
"Hitler, Stalin e Donald Trump já ganharam tbm...",0,0,0
Pois ela é uma sem vergonha😩,1,2,-1
"Ai esta, a licao desta menina, mostrando aos capitalistas o que ESTAO fazendo com as pessoas, com o Planeta, EMOCIONANTE PALAVRAS.",0,0,0
Hipócrita!,1,2,-1
Prenda esse bandido,1,1,-1
@jessykazc @naiaracrisc @gabrielxaviers @gabrielxaviers vejam até o fim,0,0,0
"Quando ouvimos uma sujeita dessas 💩 falando assim é sinal que estamos no caminho certo. Ela gostava do Brasil quando recebia mesada, dinheiro fruto de roubo.",1,1,-1
canalhas,1,1,-1
Tu e la tua politica di merda,1,2,-1
Minha família apoia o nosso Presidente Bolsonaro,0,0,0
Parabéns meu presidente!,0,0,0
